Amanita	SH380322.07FU	SH104846.07FU	SH053318.07FU	SH015084.07FU	-18.766947|46.869107	58.595272|25.013607	37.09024|-95.712891	49.817492|15.472962	-40.900557|174.885971	53.41291|-8.24389	41.902916|12.453389
Amanita	SH375504.07FU	SH103122.07FU	SH052077.07FU	SH014110.07FU	35.86166|104.195397	23.634501|-102.552784	-25.274398|133.775136	42.733883|25.48583	-9.189967|-75.015152	-16.290154|-63.588653	47.162494|19.503304
Amanita	SH375505.07FU	SH103122.07FU	SH052077.07FU	SH014110.07FU	35.86166|104.195397	37.09024|-95.712891	23.634501|-102.552784	35.86166|104.195397	-14.270972|-170.132217	35.937496|14.375416	12.262776|-61.604171
Amanita	SH378976.07FU	SH104289.07FU	SH052905.07FU	SH014757.07FU	-25.274398|133.775136	15.870032|100.992541	37.09024|-95.712891	-25.274398|133.775136	21.00789|-10.940835	38.861034|71.276093	77.553604|23.670272
Amanita	SH378978.07FU	SH104291.07FU	SH052907.07FU	SH014757.07FU	-25.274398|133.775136	55.378051|-3.435973	37.09024|-95.712891	36.204824|138.252924	21.521757|-77.781167	38.963745|35.243322	4.860416|-58.93018
Amanita	SH411470.07FU	SH118434.07FU	SH063265.07FU	SH023131.07FU	4.860416|-58.93018	35.907757|127.766922	60.472024|8.468946	35.86166|104.195397	43.915886|17.679076	8.537981|-80.782127	1.352083|103.819836
Amanita	SH411471.07FU	SH118434.07FU	SH063265.07FU	SH023131.07FU	4.860416|-58.93018	35.86166|104.195397	35.86166|104.195397	60.128161|18.643501	33.854721|35.862285	16.742498|-62.187366	1.352083|103.819836
Amanita	SH411477.07FU	SH118434.07FU	SH063265.07FU	SH023131.07FU	4.860416|-58.93018	35.86166|104.195397	37.09024|-95.712891	36.204824|138.252924	26.820553|30.802498	20.593684|78.96288	40.143105|47.576927
Amanita	SH411478.07FU	SH118434.07FU	SH063265.07FU	SH023131.07FU	4.860416|-58.93018	60.128161|18.643501	49.817492|15.472962	56.26392|9.501785	46.862496|103.846656	21.913965|95.956223	9.748917|-83.753428
Amanita	SH411479.07FU	SH118434.07FU	SH063265.07FU	SH023131.07FU	4.860416|-58.93018	55.378051|-3.435973	37.09024|-95.712891	56.26392|9.501785	35.86166|104.195397	-0.023559|37.906193	13.193887|-59.543198
Amanita	SH371384.07FU	SH101633.07FU	SH051105.07FU	SH013408.07FU	55.378051|-3.435973	40.463667|-3.74922	36.204824|138.252924	37.09024|-95.712891	46.862496|103.846656	42.602636|20.902977	-10.447525|105.690449
Amanita	SH371407.07FU	SH101633.07FU	SH051105.07FU	SH013408.07FU	58.595272|25.013607, 55.378051|-3.435973, 58.595272|25.013607	35.86166|104.195397	23.634501|-102.552784	9.30769|2.315834	42.708678|19.37439	21.913965|95.956223	-4.679574|55.491977
Amanita	SH371385.07FU	SH101627.07FU	SH051101.07FU	SH013404.07FU	37.09024|-95.712891	37.09024|-95.712891	-25.274398|133.775136	60.128161|18.643501	37.09024|-95.712891	33.223191|43.679291	43.915886|17.679076
Amanita	SH371395.07FU	SH101627.07FU	SH051101.07FU	SH013404.07FU	37.09024|-95.712891	49.817492|15.472962	-25.274398|133.775136	35.86166|104.195397	21.00789|-10.940835	15.870032|100.992541	49.214439|-2.13125
Amanita	SH371374.07FU	SH101627.07FU	SH051101.07FU	SH013404.07FU	37.09024|-95.712891, 37.09024|-95.712891	61.52401|105.318756	-13.133897|27.849332	51.919438|19.145136	42.546245|1.601554	13.794185|-88.89653	9.748917|-83.753428
Amanita	SH426623.07FU	SH125493.07FU	SH068402.07FU	SH027356.07FU	15.870032|100.992541	35.86166|104.195397	-13.133897|27.849332	41.87194|12.56738	46.818188|8.227512	4.535277|114.727669	-35.675147|-71.542969
Amanita	SH426630.07FU	SH125495.07FU	SH068402.07FU	SH027356.07FU	35.86166|104.195397	58.595272|25.013607	35.86166|104.195397	56.130366|-106.346771	-3.373056|29.918886	13.443182|-15.310139	0.18636|6.613081
Amanita	SH426622.07FU	SH125492.07FU	SH068402.07FU	SH027356.07FU	36.204824|138.252924, 35.907757|127.766922	61.52401|105.318756	37.09024|-95.712891	35.86166|104.195397	42.546245|1.601554	34.802075|38.996815	15.783471|-90.230759
Amanita	SH318770.07FU	SH081600.07FU	SH037485.07FU	SH002832.07FU	35.86166|104.195397	35.907757|127.766922	56.130366|-106.346771	37.09024|-95.712891	16.002082|-24.013197	13.909444|-60.978893	40.143105|47.576927
Amanita	SH318776.07FU	SH081600.07FU	SH037485.07FU	SH002832.07FU	35.86166|104.195397	-18.766947|46.869107	35.86166|104.195397	56.130366|-106.346771	27.514162|90.433601	12.862807|30.217636	41.153332|20.168331
Amanita	SH318777.07FU	SH081600.07FU	SH037485.07FU	SH002832.07FU	35.86166|104.195397	46.227638|2.213749	-25.274398|133.775136	37.09024|-95.712891	21.694025|-71.797928	1.352083|103.819836	13.794185|-88.89653
Amanita	SH318778.07FU	SH081600.07FU	SH037485.07FU	SH002832.07FU	35.86166|104.195397	58.595272|25.013607	37.09024|-95.712891	55.378051|-3.435973	-13.254308|34.301525	35.126413|33.429859	42.733883|25.48583
Amanita	SH318780.07FU	SH081600.07FU	SH037485.07FU	SH002832.07FU	35.86166|104.195397	7.369722|12.354722	37.09024|-95.712891	56.879635|24.603189	50.503887|4.469936	19.85627|102.495496	-1.831239|-78.183406
Amanita	SH318782.07FU	SH081600.07FU	SH037485.07FU	SH002832.07FU	35.86166|104.195397	51.165691|10.451526	41.87194|12.56738	37.09024|-95.712891	15.783471|-90.230759	29.31166|47.481766	11.825138|42.590275
Amanita	SH318786.07FU	SH081600.07FU	SH037485.07FU	SH002832.07FU	35.86166|104.195397	35.86166|104.195397	37.09024|-95.712891	35.907757|127.766922	16.002082|-24.013197	-40.900557|174.885971	26.820553|30.802498
Amanita	SH318827.07FU	SH081635.07FU	SH037485.07FU	SH002832.07FU	35.86166|104.195397	15.870032|100.992541	40.463667|-3.74922	-13.133897|27.849332	13.443182|-15.310139	53.41291|-8.24389	12.984305|-61.287228
Amanita	SH318828.07FU	SH081600.07FU	SH037485.07FU	SH002832.07FU	35.86166|104.195397	35.86166|104.195397	58.595272|25.013607	36.204824|138.252924	43.750298|7.412841	56.879635|24.603189	-51.796253|-59.523613
Amanita	SH318829.07FU	SH081600.07FU	SH037485.07FU	SH002832.07FU	35.86166|104.195397	58.595272|25.013607	-25.274398|133.775136	37.09024|-95.712891	17.060816|-61.796428	-20.348404|57.552152	42.602636|20.902977
Amanita	SH318830.07FU	SH081636.07FU	SH037485.07FU	SH002832.07FU	35.86166|104.195397	-40.900557|174.885971	60.472024|8.468946	35.86166|104.195397	8.619543|0.824782	42.546245|1.601554	-3.370417|-168.734039
Amanita	SH318831.07FU	SH081600.07FU	SH037485.07FU	SH002832.07FU	35.86166|104.195397	35.86166|104.195397	58.595272|25.013607	46.818188|8.227512	40.463667|-3.74922	6.428055|-9.429499	-9.189967|-75.015152
Amanita	SH318832.07FU	SH081600.07FU	SH037485.07FU	SH002832.07FU	35.86166|104.195397	23.634501|-102.552784	37.09024|-95.712891	61.92411|25.748151	-20.904305|165.618042	-0.023559|37.906193	16.742498|-62.187366
Amanita	SH318833.07FU	SH081600.07FU	SH037485.07FU	SH002832.07FU	35.86166|104.195397	60.128161|18.643501	35.86166|104.195397	56.130366|-106.346771	4.860416|-58.93018	31.791702|-7.09262	-51.796253|-59.523613
Amanita	SH318834.07FU	SH081600.07FU	SH037485.07FU	SH002832.07FU	35.86166|104.195397	7.369722|12.354722	36.204824|138.252924	35.86166|104.195397	21.521757|-77.781167	44.016521|21.005859	-18.766947|46.869107
Amanita	SH318835.07FU	SH081600.07FU	SH037485.07FU	SH002832.07FU	35.86166|104.195397	71.706936|-42.604303	37.09024|-95.712891	36.204824|138.252924	-8.874217|125.727539	26.3351|17.228331	8.460555|-11.779889
Amanita	SH318836.07FU	SH081600.07FU	SH037485.07FU	SH002832.07FU	35.86166|104.195397	23.634501|-102.552784	56.26392|9.501785	37.09024|-95.712891	35.126413|33.429859	18.971187|-72.285215	3.933889|-53.125782
Amanita	SH318837.07FU	SH081600.07FU	SH037485.07FU	SH002832.07FU	35.86166|104.195397	58.595272|25.013607	4.860416|-58.93018	35.86166|104.195397	17.607789|8.081666	26.820553|30.802498	7.539989|-5.54708
Amanita	SH318838.07FU	SH081600.07FU	SH037485.07FU	SH002832.07FU	35.86166|104.195397	58.595272|25.013607	56.130366|-106.346771	35.907757|127.766922	9.145|40.489673	51.919438|19.145136	-12.164165|96.870956
Amanita	SH318734.07FU	SH081600.07FU	SH037485.07FU	SH002832.07FU	35.86166|104.195397, 35.86166|104.195397	61.92411|25.748151	58.595272|25.013607	36.204824|138.252924	33.886917|9.537499	-6.314993|143.95555	-7.109535|177.64933
Amanita	SH318771.07FU	SH081620.07FU	SH037485.07FU	SH002832.07FU	35.907757|127.766922	37.09024|-95.712891	35.907757|127.766922	35.86166|104.195397	26.3351|17.228331	-0.522778|166.931503	-13.254308|34.301525
Amanita	SH318732.07FU	SH081599.07FU	SH037485.07FU	SH002832.07FU	37.09024|-95.712891, 61.92411|25.748151, 46.227638|2.213749, 41.87194|12.56738, 58.595272|25.013607, 58.595272|25.013607, 58.595272|25.013607, 60.128161|18.643501, 41.87194|12.56738, 61.52401|105.318756, 39.399872|-8.224454, 56.130366|-106.346771, 51.165691|10.451526, 35.86166|104.195397, 37.09024|-95.712891, 37.09024|-95.712891, 56.26392|9.501785, 60.472024|8.468946, 47.162494|19.503304	37.09024|-95.712891	35.86166|104.195397	36.204824|138.252924	41.902916|12.453389	-21.178986|-175.198242	-22.95764|18.49041
Amanita	SH411496.07FU	SH118450.07FU	SH063278.07FU	SH023137.07FU	20.593684|78.96288	37.09024|-95.712891	37.09024|-95.712891	41.87194|12.56738	46.227638|2.213749	-0.228021|15.827659	11.825138|42.590275
Amanita	SH411489.07FU	SH118442.07FU	SH063273.07FU	SH023137.07FU	58.595272|25.013607	51.165691|10.451526	60.128161|18.643501	37.09024|-95.712891	-8.967363|-171.855881	13.794185|-88.89653	-20.348404|57.552152
Amanita	SH411508.07FU	SH118442.07FU	SH063273.07FU	SH023137.07FU	60.128161|18.643501	58.595272|25.013607	37.09024|-95.712891	36.204824|138.252924	-13.254308|34.301525	-13.254308|34.301525	11.803749|-15.180413
Amanita	SH362073.07FU	SH097655.07FU	SH048289.07FU	SH011126.07FU	35.907757|127.766922	-25.274398|133.775136	37.09024|-95.712891	-30.559482|22.937506	4.535277|114.727669	-35.675147|-71.542969	17.060816|-61.796428
Amanita	SH362080.07FU	SH097656.07FU	SH048289.07FU	SH011126.07FU	35.907757|127.766922	-25.274398|133.775136	56.130366|-106.346771	-13.133897|27.849332	35.126413|33.429859	15.870032|100.992541	17.060816|-61.796428
Amanita	SH362076.07FU	SH097655.07FU	SH048289.07FU	SH011126.07FU	36.204824|138.252924	4.860416|-58.93018	56.130366|-106.346771	7.369722|12.354722	18.109581|-77.297508	29.31166|47.481766	-22.328474|24.684866
Amanita	SH315256.07FU	SH080153.07FU	SH036487.07FU	SH002097.07FU	56.26392|9.501785	60.472024|8.468946	58.595272|25.013607	58.595272|25.013607	41.902916|12.453389	12.238333|-1.561593	-30.559482|22.937506
Amanita	SH315257.07FU	SH080152.07FU	SH036486.07FU	SH002097.07FU	58.595272|25.013607	51.165691|10.451526	58.595272|25.013607	58.595272|25.013607	12.862807|30.217636	12.865416|-85.207229	6.42375|-66.58973
Amanita	SH315258.07FU	SH080152.07FU	SH036486.07FU	SH002097.07FU	58.595272|25.013607	56.26392|9.501785	37.09024|-95.712891	36.204824|138.252924	52.132633|5.291266	-40.900557|174.885971	47.166|9.555373
Amanita	SH318737.07FU	SH081601.07FU	SH037487.07FU	SH002834.07FU	35.86166|104.195397	23.634501|-102.552784	35.86166|104.195397	56.26392|9.501785	-25.274398|133.775136	0.18636|6.613081	6.611111|20.939444
Amanita	SH318841.07FU	SH081601.07FU	SH037487.07FU	SH002834.07FU	35.86166|104.195397	37.09024|-95.712891	58.595272|25.013607	56.130366|-106.346771	47.516231|14.550072	-9.64571|160.156194	-40.900557|174.885971
Amanita	SH318736.07FU	SH081601.07FU	SH037487.07FU	SH002834.07FU	35.86166|104.195397, 61.52401|105.318756, 36.204824|138.252924, 35.907757|127.766922	23.634501|-102.552784	-25.274398|133.775136	20.593684|78.96288	55.378051|-3.435973	12.238333|-1.561593	19.513469|-80.566956
Amanita	SH318842.07FU	SH081601.07FU	SH037487.07FU	SH002834.07FU	35.907757|127.766922	-13.133897|27.849332	4.570868|-74.297333	35.907757|127.766922	51.919438|19.145136	-11.202692|17.873887	12.865416|-85.207229
Amanita	SH318750.07FU	SH081601.07FU	SH037487.07FU	SH002834.07FU	36.204824|138.252924, 35.907757|127.766922	41.87194|12.56738	-25.274398|133.775136	23.634501|-102.552784	49.817492|15.472962	-9.64571|160.156194	-13.768752|-177.156097
Amanita	SH318840.07FU	SH081610.07FU	SH037487.07FU	SH002834.07FU	37.09024|-95.712891	37.09024|-95.712891	28.394857|84.124008	-25.274398|133.775136	-25.274398|133.775136	-13.254308|34.301525	15.179384|39.782334
Amanita	SH318826.07FU	SH081610.07FU	SH037487.07FU	SH002834.07FU	37.09024|-95.712891, 56.130366|-106.346771, 56.130366|-106.346771, 37.09024|-95.712891	36.204824|138.252924	56.26392|9.501785	23.634501|-102.552784	15.552727|48.516388	61.52401|105.318756	-0.522778|166.931503
Amanita	SH320502.07FU	SH082314.07FU	SH038027.07FU	SH003274.07FU	35.86166|104.195397	41.87194|12.56738	58.595272|25.013607	37.09024|-95.712891	45.943161|24.96676	13.443182|-15.310139	14.058324|108.277199
Amanita	SH320584.07FU	SH082314.07FU	SH038027.07FU	SH003274.07FU	35.86166|104.195397	37.09024|-95.712891	61.52401|105.318756	35.907757|127.766922	-22.328474|24.684866	-18.766947|46.869107	42.546245|1.601554
Amanita	SH320588.07FU	SH082314.07FU	SH038027.07FU	SH003274.07FU	35.86166|104.195397	56.130366|-106.346771	46.227638|2.213749	9.30769|2.315834	7.131474|171.184478	-29.040835|167.954712	12.52111|-69.968338
Amanita	SH448387.07FU	SH133639.07FU	SH074245.07FU	SH032135.07FU	56.130366|-106.346771, 37.09024|-95.712891, 37.09024|-95.712891	37.09024|-95.712891	36.204824|138.252924	37.09024|-95.712891	61.52401|105.318756	41.153332|20.168331	-9.64571|160.156194
Amanita	SH448305.07FU	SH133639.07FU	SH074245.07FU	SH032135.07FU	56.130366|-106.346771, 37.09024|-95.712891, 37.09024|-95.712891, 37.09024|-95.712891, 23.634501|-102.552784, 37.09024|-95.712891, 37.09024|-95.712891, 37.09024|-95.712891, 37.09024|-95.712891	60.472024|8.468946	58.595272|25.013607	37.09024|-95.712891	15.552727|48.516388	-51.796253|-59.523613	-12.164165|96.870956
Amanita	SH365113.07FU	SH099005.07FU	SH049240.07FU	SH011909.07FU	35.86166|104.195397	58.595272|25.013607	-6.369028|34.888822	37.09024|-95.712891	55.169438|23.881275	41.608635|21.745275	3.919305|-56.027783
Amanita	SH365117.07FU	SH099005.07FU	SH049240.07FU	SH011909.07FU	35.86166|104.195397	37.09024|-95.712891	37.09024|-95.712891	58.595272|25.013607	12.262776|-61.604171	41.608635|21.745275	9.30769|2.315834
Amanita	SH407219.07FU	SH116763.07FU	SH062068.07FU	SH022148.07FU	23.634501|-102.552784	15.870032|100.992541	36.204824|138.252924	35.86166|104.195397	13.193887|-59.543198	47.166|9.555373	-22.95764|18.49041
Amanita	SH407221.07FU	SH116763.07FU	SH062068.07FU	SH022148.07FU	23.634501|-102.552784	37.09024|-95.712891	60.128161|18.643501	35.86166|104.195397	5.152149|46.199616	13.193887|-59.543198	6.428055|-9.429499
Amanita	SH407220.07FU	SH116765.07FU	SH062068.07FU	SH022148.07FU	37.09024|-95.712891	55.378051|-3.435973	58.595272|25.013607	37.09024|-95.712891	18.735693|-70.162651	43.915886|17.679076	40.143105|47.576927
Amanita	SH407218.07FU	SH116764.07FU	SH062068.07FU	SH022148.07FU	56.130366|-106.346771	-1.831239|-78.183406	23.634501|-102.552784	35.907757|127.766922	-21.178986|-175.198242	-38.416097|-63.616672	42.315407|43.356892
Amanita	SH318797.07FU	SH081614.07FU	SH037497.07FU	SH002844.07FU	37.09024|-95.712891	37.09024|-95.712891	46.227638|2.213749	36.204824|138.252924	26.820553|30.802498	12.565679|104.990963	41.153332|20.168331
Amanita	SH318814.07FU	SH081614.07FU	SH037497.07FU	SH002844.07FU	37.09024|-95.712891	58.595272|25.013607	56.26392|9.501785	51.919438|19.145136	46.941936|-56.27111	-3.370417|-168.734039	-3.373056|29.918886
Amanita	SH387037.07FU	SH107705.07FU	SH055455.07FU	SH016769.07FU	35.86166|104.195397	71.706936|-42.604303	37.09024|-95.712891	36.204824|138.252924	-22.95764|18.49041	20.593684|78.96288	17.33083|145.38469
Amanita	SH387044.07FU	SH107705.07FU	SH055455.07FU	SH016769.07FU	36.204824|138.252924	51.165691|10.451526	4.860416|-58.93018	56.130366|-106.346771	-15.376706|166.959158	-32.522779|-55.765835	-16.290154|-63.588653
Amanita	SH387048.07FU	SH107705.07FU	SH055455.07FU	SH016769.07FU	36.204824|138.252924	35.907757|127.766922	4.570868|-74.297333	37.09024|-95.712891	-40.900557|174.885971	-19.015438|29.154857	-0.789275|113.921327
Amanita	SH387036.07FU	SH107705.07FU	SH055455.07FU	SH016769.07FU	36.204824|138.252924, 35.907757|127.766922	36.204824|138.252924	35.86166|104.195397	35.86166|104.195397	48.019573|66.923684	40.069099|45.038189	16.995971|-62.067641
Amanita	SH387030.07FU	SH107705.07FU	SH055455.07FU	SH016769.07FU	61.52401|105.318756, 36.204824|138.252924	36.204824|138.252924	35.86166|104.195397	37.09024|-95.712891	21.00789|-10.940835	12.565679|104.990963	12.52111|-69.968338
Amanita	SH448419.07FU	SH133654.07FU	SH074257.07FU	SH032146.07FU	35.86166|104.195397	61.52401|105.318756	51.919438|19.145136	4.570868|-74.297333	47.516231|14.550072	17.33083|145.38469	-40.900557|174.885971
Amanita	SH448454.07FU	SH133654.07FU	SH074257.07FU	SH032146.07FU	36.204824|138.252924	32.427908|53.688046	35.86166|104.195397	20.593684|78.96288	35.86166|104.195397	-0.789275|113.921327	32.427908|53.688046
Amanita	SH371421.07FU	SH101647.07FU	SH051095.07FU	SH013398.07FU	37.09024|-95.712891	23.634501|-102.552784	37.09024|-95.712891	58.595272|25.013607	33.854721|35.862285	8.460555|-11.779889	6.428055|-9.429499
Amanita	SH371373.07FU	SH101628.07FU	SH051095.07FU	SH013398.07FU	49.817492|15.472962, 58.595272|25.013607	9.30769|2.315834	35.86166|104.195397	-25.274398|133.775136	-8.967363|-171.855881	47.162494|19.503304	7.946527|-1.023194
Amanita	SH371414.07FU	SH101628.07FU	SH051095.07FU	SH013398.07FU	51.165691|10.451526	37.09024|-95.712891	40.463667|-3.74922	51.919438|19.145136	55.169438|23.881275	43.94236|12.457777	53.709807|27.953389
Amanita	SH371368.07FU	SH101622.07FU	SH051095.07FU	SH013398.07FU	56.130366|-106.346771, 71.706936|-42.604303, 71.706936|-42.604303, 37.09024|-95.712891, 56.130366|-106.346771, 37.09024|-95.712891	37.09024|-95.712891	37.09024|-95.712891	35.907757|127.766922	52.132633|5.291266	32.321384|-64.75737	-16.578193|179.414413
Amanita	SH371399.07FU	SH101622.07FU	SH051095.07FU	SH013398.07FU	56.26392|9.501785	56.26392|9.501785	37.09024|-95.712891	56.130366|-106.346771	53.41291|-8.24389	40.463667|-3.74922	15.179384|39.782334
Amanita	SH371416.07FU	SH101628.07FU	SH051095.07FU	SH013398.07FU	56.26392|9.501785	49.817492|15.472962	55.378051|-3.435973	56.130366|-106.346771	46.941936|-56.27111	41.153332|20.168331	51.165691|10.451526
Amanita	SH371379.07FU	SH101622.07FU	SH051095.07FU	SH013398.07FU	56.26392|9.501785, 51.165691|10.451526	58.595272|25.013607	37.09024|-95.712891	-25.274398|133.775136	13.794185|-88.89653	-19.054445|-169.867233	49.817492|15.472962
Amanita	SH371394.07FU	SH101622.07FU	SH051095.07FU	SH013398.07FU	58.595272|25.013607	23.634501|-102.552784	55.378051|-3.435973	35.86166|104.195397	14.497401|-14.452362	12.865416|-85.207229	-16.290154|-63.588653
Amanita	SH371392.07FU	SH101622.07FU	SH051095.07FU	SH013398.07FU	58.595272|25.013607, 58.595272|25.013607, 51.165691|10.451526, 55.378051|-3.435973, 58.595272|25.013607, 58.595272|25.013607	56.130366|-106.346771	37.09024|-95.712891	35.907757|127.766922	18.971187|-72.285215	64.963051|-19.020835	16.995971|-62.067641
Amanita	SH371370.07FU	SH101622.07FU	SH051095.07FU	SH013398.07FU	58.595272|25.013607, 58.595272|25.013607, 58.595272|25.013607, 58.595272|25.013607, 58.595272|25.013607	37.09024|-95.712891	41.87194|12.56738	58.595272|25.013607	60.128161|18.643501	46.818188|8.227512	6.42375|-66.58973
Amanita	SH371406.07FU	SH101622.07FU	SH051095.07FU	SH013398.07FU	58.595272|25.013607, 61.52401|105.318756	36.204824|138.252924	-13.133897|27.849332	37.09024|-95.712891	18.420695|-64.639968	-20.348404|57.552152	23.634501|-102.552784
Amanita	SH371419.07FU	SH101622.07FU	SH051095.07FU	SH013398.07FU	71.706936|-42.604303	51.165691|10.451526	-1.831239|-78.183406	60.128161|18.643501	23.885942|45.079162	-11.875001|43.872219	46.862496|103.846656
Amanita	SH371376.07FU	SH101624.07FU	SH051097.07FU	SH013400.07FU	41.87194|12.56738, 71.706936|-42.604303	58.595272|25.013607	58.595272|25.013607	36.204824|138.252924	56.130366|-106.346771	43.750298|7.412841	13.794185|-88.89653
Amanita	SH371405.07FU	SH101624.07FU	SH051097.07FU	SH013400.07FU	56.130366|-106.346771	58.595272|25.013607	37.09024|-95.712891	15.870032|100.992541	-14.235004|-51.92528	4.860416|-58.93018	4.570868|-74.297333
Amanita	SH371372.07FU	SH101624.07FU	SH051097.07FU	SH013400.07FU	58.595272|25.013607, 60.472024|8.468946, 58.595272|25.013607	-25.274398|133.775136	37.09024|-95.712891	35.86166|104.195397	12.879721|121.774017	48.379433|31.16558	-0.228021|15.827659
Amanita	SH426617.07FU	SH125488.07FU	SH068403.07FU	SH027357.07FU	40.463667|-3.74922	41.87194|12.56738	51.919438|19.145136	51.165691|10.451526	36.137741|-5.345374	53.41291|-8.24389	15.199999|-86.241905
Amanita	SH426619.07FU	SH125488.07FU	SH068403.07FU	SH027357.07FU	40.463667|-3.74922	58.595272|25.013607	23.634501|-102.552784	49.817492|15.472962	49.465691|-2.585278	-0.789275|113.921327	15.414999|-61.370976
Amanita	SH448315.07FU	SH133630.07FU	SH074236.07FU	SH032128.07FU	37.09024|-95.712891	35.86166|104.195397	37.09024|-95.712891	56.130366|-106.346771	8.619543|0.824782	-0.522778|166.931503	26.820553|30.802498
Amanita	SH448349.07FU	SH133630.07FU	SH074236.07FU	SH032128.07FU	37.09024|-95.712891	23.634501|-102.552784	-13.133897|27.849332	37.09024|-95.712891	26.3351|17.228331	13.444304|144.793731	36.137741|-5.345374
Amanita	SH448354.07FU	SH133630.07FU	SH074236.07FU	SH032128.07FU	37.09024|-95.712891	37.09024|-95.712891	-25.274398|133.775136	37.09024|-95.712891	46.818188|8.227512	-19.015438|29.154857	-21.236736|-159.777671
Amanita	SH448362.07FU	SH133630.07FU	SH074236.07FU	SH032128.07FU	37.09024|-95.712891	35.86166|104.195397	-30.559482|22.937506	35.86166|104.195397	-21.115141|55.536384	48.019573|66.923684	9.30769|2.315834
Amanita	SH448369.07FU	SH133630.07FU	SH074236.07FU	SH032128.07FU	37.09024|-95.712891	35.86166|104.195397	35.86166|104.195397	58.595272|25.013607	9.748917|-83.753428	4.570868|-74.297333	53.709807|27.953389
Amanita	SH448381.07FU	SH133630.07FU	SH074236.07FU	SH032128.07FU	37.09024|-95.712891	37.09024|-95.712891	37.09024|-95.712891	61.52401|105.318756	-12.8275|45.166244	22.396428|114.109497	28.394857|84.124008
Amanita	SH448461.07FU	SH133630.07FU	SH074236.07FU	SH032128.07FU	37.09024|-95.712891	4.860416|-58.93018	37.09024|-95.712891	-25.274398|133.775136	28.394857|84.124008	26.820553|30.802498	-11.202692|17.873887
Amanita	SH448301.07FU	SH133630.07FU	SH074236.07FU	SH032128.07FU	56.130366|-106.346771, 37.09024|-95.712891	46.227638|2.213749	35.86166|104.195397	4.860416|-58.93018	7.946527|-1.023194	7.425554|150.550812	-13.768752|-177.156097
Amanita	SH320457.07FU	SH082316.07FU	SH038024.07FU	SH003272.07FU	28.394857|84.124008	41.87194|12.56738	37.09024|-95.712891	58.595272|25.013607	-11.202692|17.873887	71.706936|-42.604303	0.18636|6.613081
Amanita	SH320454.07FU	SH082316.07FU	SH038024.07FU	SH003272.07FU	35.86166|104.195397	56.130366|-106.346771	60.128161|18.643501	37.09024|-95.712891	-0.803689|11.609444	40.339852|127.510093	41.20438|74.766098
Amanita	SH320470.07FU	SH082330.07FU	SH038024.07FU	SH003272.07FU	35.86166|104.195397	4.860416|-58.93018	37.09024|-95.712891	35.907757|127.766922	35.86166|104.195397	26.820553|30.802498	47.411631|28.369885
Amanita	SH385013.07FU	SH106700.07FU	SH054684.07FU	SH016142.07FU	36.204824|138.252924	35.907757|127.766922	40.463667|-3.74922	35.86166|104.195397	34.802075|38.996815	17.33083|145.38469	32.427908|53.688046
Amanita	SH385010.07FU	SH106698.07FU	SH054682.07FU	SH016142.07FU	56.130366|-106.346771, 37.09024|-95.712891	37.09024|-95.712891	35.86166|104.195397	35.86166|104.195397	53.709807|27.953389	40.143105|47.576927	4.210484|101.975766
Amanita	SH362072.07FU	SH097654.07FU	SH048291.07FU	SH011128.07FU	37.09024|-95.712891	37.09024|-95.712891	9.30769|2.315834	71.706936|-42.604303	48.019573|66.923684	7.131474|171.184478	7.946527|-1.023194
Amanita	SH362074.07FU	SH097654.07FU	SH048291.07FU	SH011128.07FU	37.09024|-95.712891	-25.274398|133.775136	60.128161|18.643501	37.09024|-95.712891	35.126413|33.429859	8.619543|0.824782	54.236107|-4.548056
Amanita	SH387066.07FU	SH107709.07FU	SH055456.07FU	SH016770.07FU	23.634501|-102.552784	4.570868|-74.297333	36.204824|138.252924	56.26392|9.501785	16.995971|-62.067641	-14.270972|-170.132217	17.570692|-3.996166
Amanita	SH387068.07FU	SH107709.07FU	SH055456.07FU	SH016770.07FU	23.634501|-102.552784	37.09024|-95.712891	35.907757|127.766922	35.86166|104.195397	15.783471|-90.230759	55.169438|23.881275	3.933889|-53.125782
Amanita	SH387069.07FU	SH107709.07FU	SH055456.07FU	SH016770.07FU	23.634501|-102.552784	58.595272|25.013607	35.86166|104.195397	58.595272|25.013607	-20.348404|57.552152	9.30769|2.315834	42.733883|25.48583
Amanita	SH387038.07FU	SH107709.07FU	SH055456.07FU	SH016770.07FU	23.634501|-102.552784, 23.634501|-102.552784	35.86166|104.195397	49.817492|15.472962	35.86166|104.195397	4.210484|101.975766	12.984305|-61.287228	56.26392|9.501785
Amanita	SH387063.07FU	SH107711.07FU	SH055456.07FU	SH016770.07FU	37.09024|-95.712891	35.86166|104.195397	4.860416|-58.93018	4.860416|-58.93018	40.143105|47.576927	43.915886|17.679076	13.794185|-88.89653
Amanita	SH387067.07FU	SH107709.07FU	SH055456.07FU	SH016770.07FU	37.09024|-95.712891	4.570868|-74.297333	36.204824|138.252924	37.09024|-95.712891	-21.236736|-159.777671	12.565679|104.990963	60.128161|18.643501
Amanita	SH387035.07FU	SH107711.07FU	SH055456.07FU	SH016770.07FU	56.130366|-106.346771, 37.09024|-95.712891	56.130366|-106.346771	4.570868|-74.297333	37.09024|-95.712891	21.694025|-71.797928	17.357822|-62.782998	12.865416|-85.207229
